_,_,_,_,_,_,_,PO Num,_,Item No,_,Cntr No,MBL No,Inner Qty,Outer Qty,_,_,_,_,HBL No,_,Est. Del
,,,,,,,3450277,,02340B 065,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 070,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 075,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 080,,TCNU7157743,COSU6189097730,10,60,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 085,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 090,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 095,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 100,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340B 110,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 055,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 060,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 065,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 070,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 075,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 080,,TCNU7157743,COSU6189097730,9,54,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 085,,TCNU7157743,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 090,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340D 100,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340E2065,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340E2070,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340E2080,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340E2085,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450277,,02340E2095,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240B 105,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240B 110,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240B 115,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240B 130,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240B 140,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 070,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 075,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 080,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 085,,TCNU7157743,COSU6189097730,11,66,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 090,,TCNU7157743,COSU6189097730,14,84,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 095,,TCNU7157743,COSU6189097730,18,108,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 100,,TCNU7157743,COSU6189097730,11,66,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 105,,TCNU7157743,COSU6189097730,32,192,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 110,,TCNU7157743,COSU6189097730,20,120,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 115,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 120,,TCNU7157743,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240D 130,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2080,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2085,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2090,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2095,,TCNU7157743,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2100,,TCNU7157743,COSU6189097730,16,96,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2105,,TCNU7157743,COSU6189097730,18,108,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2110,,TCNU7157743,COSU6189097730,19,114,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2115,,TCNU7157743,COSU6189097730,11,66,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2120,,TCNU7157743,COSU6189097730,17,102,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2130,,TCNU7157743,COSU6189097730,12,72,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240E2140,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 080,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 085,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 090,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 095,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 100,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 105,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 110,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 115,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 120,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,02240H 130,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 070,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 075,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 080,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 085,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 090,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 095,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 100,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 105,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 110,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 115,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 120,,TCNU7157743,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 130,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506D 140,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2080,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2090,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2095,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2100,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2105,,TCNU7157743,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2110,,TCNU7157743,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2115,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2120,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2130,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506E2140,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506H 090,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506H 095,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506H 100,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450683,,03506H 130,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 080,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 085,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 090,,TCNU7157743,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 095,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 100,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 105,,TCNU7157743,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 110,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 115,,TCNU7157743,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 120,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 130,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290M 140,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2080,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2085,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2090,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2095,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2100,,TCNU7157743,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2105,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2110,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2115,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2120,,TCNU7157743,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451263,,05290W2130,,TCNU7157743,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 075,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 080,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 085,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 090,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 095,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 100,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 105,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 110,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 115,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 120,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 130,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501M 140,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2095,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2100,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2105,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2110,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2115,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2120,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2130,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05501W2140,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 040,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 045,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 055,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 060,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 065,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 070,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 075,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 080,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 085,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 090,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 095,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 100,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 105,,OOCU7740078,COSU6189097730,12,72,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 110,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 115,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 120,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 130,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 140,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584M 150,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2080,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2090,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2095,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2100,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2105,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2110,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2115,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2120,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2130,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05584W2140,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 085,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 090,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 095,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 100,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 105,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 110,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 115,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 120,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 130,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906M 140,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2085,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2090,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2095,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2100,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2105,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2120,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450028,,05906W2130,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 075,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 080,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 085,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 090,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 095,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 100,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 105,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 110,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 115,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 120,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 130,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 140,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501M 160,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2085,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2090,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2095,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2100,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2105,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2110,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2115,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2120,,OOCU7740078,COSU6189097730,3,18,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2130,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2150,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05501W2160,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629M 080,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629M 095,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629M 120,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2080,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2085,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2090,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2095,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2100,,OOCU7740078,COSU6189097730,5,30,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2105,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2110,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2120,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3450654,,05629W2130,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 070,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 075,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 080,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 085,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 090,,OOCU7740078,COSU6189097730,8,48,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 095,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 100,,OOCU7740078,COSU6189097730,11,66,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 105,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 110,,OOCU7740078,COSU6189097730,7,42,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 115,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 120,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 130,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 140,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 150,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501M 160,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2080,,OOCU7740078,COSU6189097730,1,6,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2085,,OOCU7740078,COSU6189097730,2,12,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2090,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2095,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2100,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2105,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2110,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2115,,OOCU7740078,COSU6189097730,4,24,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2120,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
,,,,,,,3451139,,05501W2130,,OOCU7740078,COSU6189097730,6,36,,,,,CHRKHR20162,,03/18/20
