_,_,_,_,_,_,_,PO Num,_,Item No,_,Cntr No,MBL No,Inner Qty,Outer Qty,_,_,_,_,HBL No,_,Est. Del
,,,,,,,3449023,,03516D 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516D 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2090,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2105,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516E2115,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,03516H 090,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 070,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 075,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 080,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 085,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 090,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 095,,WBPU7037536,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 100,,WBPU7037536,COSU6189093860,10,60,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 105,,WBPU7037536,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 110,,WBPU7037536,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 115,,WBPU7037536,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 120,,WBPU7037536,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 130,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 140,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234D 150,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2080,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2085,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2090,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2095,,WBPU7037536,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2100,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2105,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2110,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2115,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2120,,WBPU7037536,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2130,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234E2140,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234H 095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234H 105,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234H 115,,WBPU7037536,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234H 120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02234H 140,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244D 095,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244D 100,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244D 110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244D 130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244E2110,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244E2120,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02244E2130,,WBPU7037536,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,,,,,CSNU6623380,COSU6189093860,,,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 070,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 075,,CSNU6623380,COSU6189093860,1,3,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 090,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 090,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 095,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 095,,CSNU6623380,COSU6189093860,1,4,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 100,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 100,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 105,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 110,,CSNU6623380,COSU6189093860,1,3,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202D 130,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2070,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2080,,CSNU6623380,COSU6189093860,1,4,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2090,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2090,,CSNU6623380,COSU6189093860,1,1,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2095,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2100,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2100,,CSNU6623380,COSU6189093860,1,3,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2105,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2110,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2115,,CSNU6623380,COSU6189093860,1,5,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2130,,CSNU6623380,COSU6189093860,1,4,,,,,CHRKHR20051,,03/14/20
,,,,,,,3437395,,04202E2140,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 075,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 080,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 085,,CSNU6623380,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 090,,CSNU6623380,COSU6189093860,12,72,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 095,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 100,,CSNU6623380,COSU6189093860,14,84,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 105,,CSNU6623380,COSU6189093860,13,78,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 110,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 115,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 120,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 130,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611M 140,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2080,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2085,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2090,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2095,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2100,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2105,,CSNU6623380,COSU6189093860,14,84,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2110,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2115,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2120,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05611W2130,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 070,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 075,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 080,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 085,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 090,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 095,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 100,,CSNU6623380,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 105,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 110,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 115,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 120,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 130,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 140,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633D 150,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2080,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2085,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2090,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2095,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2100,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2105,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2110,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2115,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2120,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449023,,06633E2130,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 100,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 105,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 110,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 115,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 130,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240B 140,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 070,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 075,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 095,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 100,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 105,,CSNU6623380,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 110,,CSNU6623380,COSU6189093860,10,60,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 115,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 120,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 130,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240D 140,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2080,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2085,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2090,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2095,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2100,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2105,,CSNU6623380,COSU6189093860,17,102,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2110,,CSNU6623380,COSU6189093860,15,90,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2115,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2120,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240E2140,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240H 105,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240H 110,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240H 115,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240H 120,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02240H 130,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 075,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 085,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 090,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 100,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 105,,CSNU6623380,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 110,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 115,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 120,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 130,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241D 140,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2080,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2085,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2095,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2100,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2105,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2110,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449613,,02241E2115,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 055,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 080,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 085,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 090,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 095,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 100,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 105,,CSNU6623380,COSU6189093860,10,60,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 110,,CSNU6623380,COSU6189093860,10,60,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 115,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 120,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 130,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266M 140,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2085,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2090,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2095,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2100,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2105,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2110,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2115,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05266W2120,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 070,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 075,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 080,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 085,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 090,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 095,,CSNU6623380,COSU6189093860,9,54,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 100,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 105,,CSNU6623380,COSU6189093860,11,66,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 110,,CSNU6623380,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 115,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 120,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 130,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290M 140,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2085,,CSNU6623380,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2090,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2095,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2100,,CSNU6623380,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2105,,CSNU6623380,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2110,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2115,,CSNU6623380,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2120,,CSNU6623380,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,05290W2130,,CSNU6623380,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,,,,,FCIU9364024,COSU6189093860,,,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 090,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 100,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 105,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 115,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 120,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558M 130,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2085,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2095,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2105,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2110,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2115,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3449645,,06558W2120,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 080,,FCIU9364024,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 085,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 090,,FCIU9364024,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 095,,FCIU9364024,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 100,,FCIU9364024,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 105,,FCIU9364024,COSU6189093860,4,24,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 115,,FCIU9364024,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 120,,FCIU9364024,COSU6189093860,6,36,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 130,,FCIU9364024,COSU6189093860,5,30,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489M 140,,FCIU9364024,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2085,,FCIU9364024,COSU6189093860,1,6,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2090,,FCIU9364024,COSU6189093860,2,12,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2095,,FCIU9364024,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2100,,FCIU9364024,COSU6189093860,8,48,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2105,,FCIU9364024,COSU6189093860,7,42,,,,,CHRKHR20051,,03/14/20
,,,,,,,3448886,,05489W2110,,FCIU9364024,COSU6189093860,3,18,,,,,CHRKHR20051,,03/14/20
